gene_id
GWHPEQCT017100
GWHPESFK012593
GWHPEQCT013129
GWHPESFK020977
GWHPESFK015440
GWHPEQCT016054
GWHPESFK005787
GWHPEQCT006004
GWHPESFK011360
GWHPESFK011359
GWHPESFK011358
GWHPEQCT038530
GWHPESFK007207
GWHPEQCT007487
GWHPESFK021175
GWHPEQCT022041
GWHPEQCT018513
GWHPESFK017763
GWHPESFK030158
GWHPESFK030159
GWHPEQCT031648
GWHPESFK008169
GWHPESFK008168
GWHPEQCT008472
GWHPEQCT017972
GWHPESFK017221
GWHPEQCT007762
GWHPESFK007477
GWHPEQCT023917
GWHPESFK005764
GWHPEQCT019117
GWHPESFK018351
GWHPESFK016304
GWHPESFK016305
GWHPEQCT020780
GWHPESFK004959
GWHPEQCT005135
GWHPESFK004958
GWHPEQCT005134
GWHPESFK017352
GWHPEQCT038301
GWHPESFK036520
GWHPESFK011314
GWHPESFK004382
GWHPEQCT004554
GWHPEQCT037633
GWHPESFK035860
GWHPEQCT030931
GWHPESFK029446
GWHPESFK029447
GWHPEQCT003567
GWHPESFK003387
GWHPESFK004293
GWHPEQCT004450
GWHPEQCT030932
GWHPESFK029448
GWHPEQCT030934
GWHPESFK024154
GWHPEQCT025175
GWHPEQCT029398
GWHPESFK027914
GWHPESFK024155
GWHPEQCT025176
GWHPESFK034266
GWHPEQCT035967
GWHPESFK013046
GWHPEQCT013604
GWHPESFK015245
GWHPEQCT015842
GWHPEQCT035968
GWHPESFK033410
GWHPEQCT035064
GWHPESFK029022
GWHPEQCT030512
GWHPESFK034862
GWHPEQCT036606
GWHPESFK019413
GWHPEQCT020211
GWHPEQCT030142
GWHPESFK028668
GWHPESFK028669
GWHPESFK000295
GWHPEQCT000285
GWHPESFK000294
GWHPESFK032914
GWHPEQCT034541
GWHPEQCT023576
GWHPEQCT024410
GWHPESFK023408
GWHPESFK017081
GWHPEQCT017809
GWHPEQCT004673
GWHPESFK004502
GWHPESFK004501
GWHPEQCT004672
GWHPESFK018881
GWHPEQCT019663
GWHPESFK039021
GWHPEQCT041018
GWHPESFK035009
GWHPEQCT036757
GWHPEQCT041954
GWHPESFK039935
GWHPEQCT038652
GWHPESFK036731
GWHPESFK031353
GWHPEQCT032898
GWHPESFK012658
GWHPEQCT013194
GWHPEQCT020712
GWHPESFK019893
GWHPEQCT010575
GWHPESFK010162
GWHPESFK039990
GWHPEQCT042008
GWHPESFK039989
GWHPEQCT042007
GWHPESFK022480
GWHPESFK022481
GWHPESFK022478
GWHPESFK022479
GWHPEQCT036718
GWHPESFK034970
GWHPEQCT019880
GWHPESFK019093
GWHPEQCT000890
GWHPEQCT019298
GWHPESFK018529
GWHPEQCT019299
GWHPESFK018528
GWHPEQCT011011
GWHPESFK010585
GWHPEQCT017246
GWHPESFK016575
GWHPEQCT034538
GWHPESFK032911
GWHPESFK018423
GWHPESFK018422
GWHPEQCT019195
GWHPEQCT036769
GWHPESFK035021
GWHPEQCT040346
GWHPESFK038418
GWHPEQCT040347
GWHPEQCT024452
GWHPESFK023445
GWHPEQCT024630
GWHPESFK023620
GWHPESFK020674
GWHPEQCT021515
GWHPESFK000315
GWHPEQCT000305
GWHPESFK018822
GWHPEQCT019601
GWHPEQCT019600
GWHPESFK018821
GWHPESFK035951
GWHPESFK024320
GWHPEQCT025350
GWHPEQCT031486
GWHPESFK030005
GWHPEQCT042520
GWHPESFK040497
GWHPEQCT024834
GWHPESFK023830
GWHPESFK029999
GWHPEQCT031480
GWHPEQCT042827
GWHPESFK040812
GWHPESFK032751
GWHPEQCT034380
GWHPEQCT032081
GWHPEQCT037012
GWHPESFK035271
GWHPESFK030580
GWHPEQCT012568
GWHPEQCT012569
GWHPESFK010631
GWHPESFK012054
GWHPEQCT011060
GWHPEQCT042588
GWHPESFK040566
GWHPEQCT042587
GWHPESFK040565
GWHPEQCT042009
GWHPESFK039991
GWHPEQCT032091
GWHPESFK030589
GWHPEQCT000020
GWHPESFK008699
GWHPEQCT009051
GWHPESFK002886
GWHPEQCT003056
GWHPEQCT002328
GWHPESFK002315
GWHPEQCT004011
GWHPESFK003862
GWHPESFK000021
GWHPESFK000020
GWHPESFK009479
GWHPEQCT009869
GWHPEQCT011841
GWHPEQCT033457
GWHPESFK031881
GWHPEQCT033455
GWHPEQCT033456
GWHPESFK031882
GWHPEQCT011840
GWHPEQCT011839
GWHPESFK018448
GWHPESFK018447
GWHPEQCT019220
GWHPEQCT014939
GWHPESFK014372
GWHPESFK033754
GWHPEQCT035426
GWHPESFK033753
GWHPESFK026024
GWHPEQCT007793
GWHPESFK007508
GWHPESFK012817
GWHPEQCT013369
GWHPESFK001919
GWHPEQCT001941
GWHPEQCT007773
GWHPESFK007488
GWHPEQCT006915
GWHPEQCT021513
GWHPESFK020672
GWHPESFK006657
GWHPESFK024312
GWHPEQCT025341
GWHPEQCT035738
GWHPESFK034035
GWHPEQCT013860
GWHPESFK013311
GWHPEQCT013859
GWHPESFK024134
GWHPEQCT025154
GWHPESFK035240
GWHPEQCT036980
GWHPEQCT031826
GWHPESFK024430
GWHPEQCT028993
GWHPEQCT020388
GWHPEQCT024046
GWHPESFK037137
GWHPESFK040405
GWHPESFK015780
GWHPESFK010267
GWHPEQCT010391
GWHPEQCT004161
GWHPESFK029474
GWHPESFK037984
GWHPESFK033633
GWHPESFK026008
GWHPESFK004872
GWHPESFK011212
GWHPEQCT040484
GWHPEQCT042234
GWHPESFK021360
GWHPESFK022583
GWHPESFK031078
GWHPEQCT012956
GWHPEQCT029751
GWHPEQCT026297
GWHPEQCT014484
GWHPEQCT004444
GWHPESFK027864
GWHPESFK038784
GWHPEQCT039824
GWHPEQCT000978
GWHPESFK027821
GWHPEQCT031123
GWHPEQCT003501
GWHPESFK039714
GWHPESFK001908
GWHPESFK019362
GWHPEQCT029814
GWHPESFK013590
GWHPESFK040856
GWHPESFK017993
GWHPESFK032284
GWHPEQCT010682
GWHPESFK015301
GWHPESFK018701
GWHPEQCT034482
GWHPEQCT012927
GWHPESFK019308
GWHPESFK013168
GWHPEQCT011347
GWHPEQCT033213
GWHPEQCT011323
GWHPESFK003642
GWHPESFK036844
GWHPESFK033715
GWHPEQCT004955
GWHPEQCT026574
GWHPEQCT024616
GWHPEQCT036336
GWHPESFK040186
GWHPEQCT006318
GWHPEQCT035719
GWHPEQCT038475
GWHPEQCT042597
GWHPEQCT018517
GWHPESFK023730
GWHPESFK006645
GWHPEQCT032723
GWHPESFK039049
GWHPEQCT021326
GWHPEQCT012872
GWHPESFK016178
GWHPEQCT003720
GWHPESFK003696
GWHPESFK002454
GWHPESFK013200
GWHPEQCT038064
GWHPESFK002195
GWHPEQCT018086
GWHPEQCT032875
GWHPEQCT029349
GWHPEQCT032574
GWHPEQCT010987
GWHPESFK034599
GWHPEQCT018899
GWHPEQCT016913
GWHPESFK022991
GWHPEQCT014397
GWHPESFK006948
GWHPEQCT036202
GWHPEQCT000156
GWHPESFK037828
GWHPESFK024190
GWHPEQCT018860
GWHPEQCT007500
GWHPEQCT031693
GWHPESFK037343
GWHPESFK008158
GWHPEQCT035885
GWHPEQCT010882
GWHPEQCT023937
GWHPESFK022928
GWHPESFK035470
GWHPEQCT027899
GWHPESFK013516
GWHPESFK025318
GWHPESFK021527
GWHPEQCT040548
GWHPESFK016447
GWHPEQCT020225
GWHPESFK028464
GWHPEQCT003051
GWHPESFK038850
GWHPESFK008733
GWHPESFK009901
GWHPEQCT026296
GWHPESFK023441
GWHPEQCT024412
GWHPESFK027345
GWHPEQCT039346
GWHPEQCT036064
GWHPEQCT037115
GWHPESFK038452
GWHPESFK007275
GWHPEQCT036953
GWHPEQCT029120
GWHPEQCT008416
GWHPEQCT003163
GWHPEQCT036531
GWHPEQCT014822
GWHPESFK019837
GWHPESFK026783
GWHPESFK009906
GWHPESFK030437
GWHPEQCT003877
GWHPEQCT038112
GWHPESFK039943
GWHPESFK032936
GWHPESFK027188
GWHPESFK003889
GWHPEQCT000600
GWHPEQCT031096
GWHPEQCT040392
GWHPEQCT019224
GWHPEQCT034212
GWHPEQCT026685
GWHPESFK006055
GWHPESFK012182
GWHPEQCT007471
GWHPESFK032506
GWHPEQCT003630
GWHPEQCT014146
GWHPESFK023325
GWHPEQCT011054
GWHPESFK027190
GWHPESFK003824
GWHPESFK003880
GWHPESFK037099
GWHPEQCT016250
GWHPEQCT006997
GWHPESFK038787
GWHPESFK006557
GWHPEQCT022466
GWHPEQCT014850
GWHPEQCT001447
GWHPEQCT007082
GWHPESFK037339
GWHPESFK001834
GWHPEQCT035176
GWHPESFK032317
GWHPEQCT041223
GWHPEQCT030443
GWHPEQCT024969
GWHPESFK015778
GWHPEQCT014708
GWHPEQCT026768
GWHPESFK033929
GWHPESFK013284
GWHPESFK010157
GWHPEQCT030123
GWHPESFK013382
GWHPEQCT007176
GWHPESFK012681
GWHPEQCT032320
GWHPESFK038258
GWHPESFK013663
GWHPEQCT005216
GWHPEQCT003824
GWHPESFK006468
GWHPESFK005169
GWHPESFK013592
GWHPESFK034161
GWHPEQCT018763
GWHPEQCT019357
GWHPEQCT001388
GWHPEQCT031527
GWHPESFK017581
GWHPEQCT006336
GWHPESFK005121
GWHPESFK006592
GWHPESFK037936
GWHPEQCT028722
GWHPESFK034710
GWHPEQCT029966
GWHPESFK025977
GWHPEQCT020459
GWHPEQCT004258
GWHPEQCT013405
GWHPESFK019310
GWHPEQCT015538
GWHPESFK028164
GWHPESFK034329
GWHPEQCT039917
GWHPESFK034527
GWHPESFK012847
GWHPESFK038585
GWHPEQCT013585
GWHPEQCT003351
GWHPESFK003047
GWHPEQCT028281
GWHPESFK028027
GWHPESFK029925
GWHPEQCT010142
GWHPESFK016367
GWHPESFK001397
GWHPESFK022114
GWHPEQCT039988
GWHPEQCT019812
GWHPEQCT001473
GWHPEQCT033385
GWHPESFK014034
GWHPEQCT027603
GWHPESFK004392
GWHPEQCT029170
GWHPESFK003770
GWHPEQCT004712
GWHPESFK031608
GWHPEQCT033880
GWHPESFK026715
GWHPESFK007942
GWHPEQCT031868
GWHPESFK007775
GWHPEQCT031730
GWHPEQCT014694
GWHPESFK008324
GWHPESFK031759
GWHPEQCT031054
GWHPEQCT016111
GWHPEQCT004794
GWHPEQCT022007
GWHPESFK012710
GWHPEQCT022122
GWHPEQCT004073
GWHPEQCT003766
GWHPESFK025014
GWHPESFK016206
GWHPEQCT034528
GWHPEQCT003089
GWHPESFK027245
GWHPEQCT021950
GWHPEQCT014928
GWHPEQCT014883
GWHPEQCT015413
GWHPEQCT032419
GWHPEQCT025912
GWHPEQCT032096
GWHPEQCT012594
GWHPESFK025987
GWHPEQCT015844
GWHPEQCT011773
GWHPEQCT032727
GWHPEQCT041364
GWHPEQCT007192
GWHPESFK024825
GWHPESFK034929
GWHPEQCT014815
GWHPESFK010604
